id,dep_delayed_15min
0,0.01538145371441309
1,0.04866152942713147
2,0.05098528279136258
3,0.23720347128980196
4,0.1784525755975666
5,0.12888176514128857
6,0.026326287399794562
7,0.13041739689986792
8,0.16749168362110625
9,0.2871397363993269
10,0.36889006397724394
11,0.2629570882492267
12,0.11451795436522624
13,0.14744057779115785
14,0.05942292627837432
15,0.28734850893661873
16,0.07213630432032656
17,0.19763163315998394
18,0.6274423221319111
19,0.01130894598206045
20,0.29219280499818623
21,0.03336692358585396
22,0.3418127455411489
23,0.14394883486205665
24,0.2192206999503845
25,0.30479783518571346
26,0.0061299856612108475
27,0.03545412063051977
28,0.16209490897088796
29,0.13666426041679042
30,0.16171858045032236
31,0.38735664963232425
32,0.045988230425291064
33,0.2156708587707602
34,0.509382454516784
35,0.245974036223792
36,0.2042075955668006
37,0.08706784559646959
38,0.08929188333075203
39,0.20050475372979346
40,0.13718886309400305
41,0.15588030874072734
42,0.09735962944691137
43,0.21511812161650212
44,0.1049808893815041
45,0.6005230392092188
46,0.007218558231651191
47,0.22497112061679073
48,0.5268462328735948
49,0.06052510035727654
50,0.4555049993970139
51,0.04216957407448479
52,0.3637973305241192
53,0.49517800895567593
54,0.21349325578143255
55,0.11175965131555415
56,0.18377411072190966
57,0.387216565652492
58,0.05396531535217232
59,0.2289588634051533
60,0.14976106055819832
61,0.06207641862168645
62,0.14153496520694436
63,0.3185038101141396
64,0.1621331151167151
65,0.1235532590485123
66,0.022926678628917445
67,0.06481047344482055
68,0.08813531455894297
69,0.06665660620107114
70,0.012618484921207781
71,0.24784690527015965
72,0.38612239541788557
73,0.3818445442505211
74,0.5964986174570683
75,0.2802042860987351
76,0.12786206116303586
77,0.2582443763490584
78,0.05990925801842085
79,0.09465308848882463
80,0.15707019468081265
81,0.20372154795409936
82,0.07074777625752446
83,0.04637060139655929
84,0.10604549837192448
85,0.0047369134498221775
86,0.11600521178601939
87,0.2400791190579103
88,0.3026532195252533
89,0.2747182941810256
90,0.17488203353664977
91,0.22298472109653716
92,0.07105309392698368
93,0.09638109843687187
94,0.18922432470360906
95,0.1492476744671918
96,0.36559087483756136
97,0.07638006610736253
98,0.12020089524896331
99,0.4023313599898369
100,0.10994235629311004
101,0.16603221384601127
102,0.07484656220288206
103,0.32135997379587833
104,0.008271112296530776
105,0.06515280362731815
106,0.33563030592192733
107,0.04696824743094886
108,0.1555329653351409
109,0.12614229554467368
110,0.17980944035075008
111,0.20965550944613615
112,0.7218207972058005
113,0.02333730718840801
114,0.09793951752287249
115,0.2021099838564249
116,0.11303537215013125
117,0.660213210266072
118,0.07449963627848746
119,0.14015765582945197
120,0.28324082399425454
121,0.30042688758002484
122,0.09551632337482092
123,0.22234645169665793
124,0.2915403707910536
125,0.04111976746654131
126,0.0646694696139747
127,0.05229145772203658
128,0.09360103448243666
129,0.6247638478267836
130,0.3888760434169243
131,0.1186927893166604
132,0.012896773743142327
133,0.25417056626600043
134,0.03693287798242448
135,0.20614021929946733
136,0.3290418705152946
137,0.07449922413870916
138,0.023614146876489682
139,0.04054682990881303
140,0.32066642102670506
141,0.20072557272731142
142,0.3013053783762775
143,0.4165203934772536
144,0.11283435881647608
145,0.13444550702288963
146,0.23957787244889034
147,0.1613127618805811
148,0.14035567363314647
149,0.3597891607340979
150,0.6510122700196053
151,0.2071270479925982
152,0.18520488815084948
153,0.1773943071832498
154,0.11234416797236645
155,0.13552761719299664
156,0.3837770233713049
157,0.15645429099918726
158,0.25846867137621227
159,0.020674286317693358
160,0.08199505311725229
161,0.4407213633993949
162,0.835146013379161
163,0.1114189986760275
164,0.19027603155598483
165,0.10276698403965676
166,0.1572921945622749
167,0.01617355741804552
168,0.1536075095564823
169,0.18863783461699918
170,0.2221422537965144
171,0.1916617928410997
172,0.09871300283764353
173,0.28144106936811253
174,0.44083039784217554
175,0.2240442205970964
176,0.08790778106198271
177,0.010385653051602727
178,0.17547289553743392
179,0.19250947049003914
180,0.019931675749234417
181,0.06165077766280876
182,0.28799050854680047
183,0.6168824620634257
184,0.16437958515888762
185,0.4138519427340453
186,0.18473020060769912
187,0.27682645959528845
188,0.3097651912575506
189,0.27732536561492704
190,0.16326997090988282
191,0.31143369973868473
192,0.17877233379330554
193,0.10788975374809037
194,0.1696824324687394
195,0.1725566295968289
196,0.09094128508889451
197,0.07974859788177549
198,0.25500739810765505
199,0.34739045630335763
200,0.1861603729378874
201,0.21531273562164957
202,0.21454395399338633
203,0.010689930023356662
204,0.015984806859096257
205,0.3806083764852998
206,0.6298986696277781
207,0.02970990335958043
208,0.14063119013401987
209,0.15206022179717754
210,0.02108545534868331
211,0.0727829924127285
212,0.15766726857566876
213,0.2674601472222346
214,0.2140200426951312
215,0.1664273166442217
216,0.05270151627156358
217,0.1343406945034919
218,0.27419219566335473
219,0.16024454478022232
220,0.1481328545008326
221,0.3140943643267345
222,0.18483432303370245
223,0.10494178677569993
224,0.33395241723442887
225,0.1241081073651649
226,0.2878596096632141
227,0.363307014263334
228,0.24693709574484796
229,0.5886557287307954
230,0.030091977497535203
231,0.1815365097313212
232,0.12542855058391938
233,0.24503280958089443
234,0.13886466991473181
235,0.07245104299595091
236,0.016198181055001565
237,0.1887494556029426
238,0.1290057376191058
239,0.08320098037739852
240,0.14206075923530107
241,0.40833186507976377
242,0.14027965653311547
243,0.10380331374968217
244,0.028415559358299775
245,0.23075958115203374
246,0.2917829954327759
247,0.30485300310852054
248,0.6987706602559721
249,0.3834973065871812
250,0.10613198933661303
251,0.05109062970309257
252,0.0873471622623377
253,0.22217075730461064
254,0.4515034399971171
255,0.16017014803498897
256,0.0723921705957212
257,0.018445763239365223
258,0.12919281193794455
259,0.012821766489416766
260,0.3031415929001936
261,0.08009850430694417
262,0.3968824523938365
263,0.22684063075618777
264,0.10053298034819835
265,0.1894242646276768
266,0.25892110717363315
267,0.07092400740900018
268,0.12640328977752824
269,0.3025650707001585
270,0.054332554101808615
271,0.18856010803544754
272,0.27057939187543983
273,0.031575991612080564
274,0.3783616114897192
275,0.057278634019819884
276,0.00850154683019628
277,0.30421274242267365
278,0.10089384962086854
279,0.30703538570666433
280,0.11858457503810932
281,0.45721554078991944
282,0.13250199667090956
283,0.013647963175409165
284,0.2723503961872591
285,0.3137862027886343
286,0.13388253654113375
287,0.10850894559817631
288,0.14914748615176657
289,0.03265449931870569
290,0.11242597716857887
291,0.13568243141459138
292,0.27356034164313864
293,0.14793493357317394
294,0.24805116791545195
295,0.07436341021338608
296,0.012495625499287524
297,0.1421807354448922
298,0.08760932041115582
299,0.07752184030592087
300,0.41256317289783445
301,0.3436746181950976
302,0.054437480382585196
303,0.31139005804837994
304,0.17648016964597585
305,0.3016905041528456
306,0.10706120065511165
307,0.09420221407448894
308,0.21708051790685903
309,0.22073622214969527
310,0.26944135974052996
311,0.25877245224506606
312,0.022597222914363585
313,0.27339296691887516
314,0.1726243365494785
315,0.09087266882345958
316,0.0975262412888096
317,0.09364634650714951
318,0.3533893625625165
319,0.14239770939570193
320,0.14647369107969654
321,0.04365236190240974
322,0.08627310001323464
323,0.1946055105458722
324,0.10597088161380919
325,0.29188012511316835
326,0.00541408981904928
327,0.22190838809516764
328,0.02883135851980503
329,0.2160467674897582
330,0.12261983622039861
331,0.43940560764416275
332,0.2483388657723534
333,0.08012802687373748
334,0.24183766341566362
335,0.31475198706272545
336,0.19416028507409203
337,0.05356346722094439
338,0.38409848487922976
339,0.04082856543254274
340,0.15419595701299638
341,0.5254976216500996
342,0.1488320502166338
343,0.17545680698102947
344,0.5796204342244515
345,0.42246991389022026
346,0.07191029159939509
347,0.1982680907044125
348,0.1351343944615163
349,0.22258430207906738
350,0.14435608734429312
351,0.11116968456298298
352,0.3012925081361344
353,0.2621185871948745
354,0.17197666808933432
355,0.41742664521503847
356,0.029200330096677843
357,0.18657320649176468
358,0.12853294224734227
359,0.17353501335122232
360,0.06701446021554998
361,0.009726259965491112
362,0.06151858358928201
363,0.266285061969671
364,0.018727379808221888
365,0.42680260310721485
366,0.7689132515557283
367,0.18430411532331642
368,0.21505158108842973
369,0.1357538128617845
370,0.08711495565792268
371,0.18555605385723944
372,0.3072675809723587
373,0.13278265447038687
374,0.2964800114288429
375,0.04168617324478018
376,0.35501811487514323
377,0.44349957829014464
378,0.17520026530423535
379,0.1413409263594353
380,0.8540719407324705
381,0.1971307030254743
382,0.07207724312809824
383,0.25892230337856503
384,0.18598736118179912
385,0.07322688028485604
386,0.1916699034714051
387,0.03363700231774598
388,0.13858184784916505
389,0.04616597599178685
390,0.5615469927150389
391,0.022395753551023155
392,0.1632790699502948
393,0.006448942585006982
394,0.20304329444279726
395,0.17272605467447746
396,0.02542357697782463
397,0.029399850792417286
398,0.038320894156934765
399,0.02681785120461224
400,0.16734384088546644
401,0.0586534051287728
402,0.27984878413529396
403,0.0065277600034436695
404,0.0884085677945293
405,0.026845287019190908
406,0.39430392350962534
407,0.07533271166279716
408,0.28637101601269904
409,0.26780928197242365
410,0.22288796957716508
411,0.014161603891643613
412,0.20586304410334205
413,0.13967774075448908
414,0.5189143668764123
415,0.12611001696188137
416,0.37904324754830976
417,0.11229479574079305
418,0.15850450668167823
419,0.36884083350984215
420,0.2992195976325227
421,0.08144362069787374
422,0.017933602539168383
423,0.034918529905423885
424,0.11332823886098184
425,0.15068613709682352
426,0.17749053867262102
427,0.1621790993453503
428,0.30813345599842246
429,0.3708734888639647
430,0.2655175966217286
431,0.08411972271481087
432,0.010867702599841586
433,0.18995244066386383
434,0.1553323673013495
435,0.08626006135475278
436,0.07179913915492396
437,0.7322196835442852
438,0.19591504041988178
439,0.20884812169998254
440,0.12559703290391336
441,0.1124120555434284
442,0.20763472080398826
443,0.17798231897464262
444,0.362827499009008
445,0.06451489991059439
446,0.319047206962463
447,0.08089745753054922
448,0.12432118392964703
449,0.2848777902310068
450,0.542906006038362
451,0.22784570745481358
452,0.17137451294041525
453,0.023395711160285725
454,0.04871781367860797
455,0.053731287094135084
456,0.32933429750663384
457,0.09386218097099752
458,0.14794472609292733
459,0.17086249168495918
460,0.054991439461306996
461,0.03266002938303939
462,0.048375133365071855
463,0.1316142495168886
464,0.14700863699925812
465,0.2525457430627301
466,0.23933751109651125
467,0.0667000951691052
468,0.12871553543004008
469,0.09483498432875853
470,0.010321938956720584
471,0.17242448118107606
472,0.2952322646109707
473,0.37488213698854544
474,0.16410268461576596
475,0.12413772978255343
476,0.02938908487025077
477,0.18029277088923662
478,0.1558075517754457
479,0.35967801937554833
480,0.11294821016053509
481,0.21567859876136847
482,0.1861478093337497
483,0.19701569457706997
484,0.3621272217425706
485,0.1061622065917222
486,0.12462293801323615
487,0.1794143280106812
488,0.1435629739862279
489,0.12969803810990505
490,0.40842298911367453
491,0.764000534939167
492,0.26093144819202824
493,0.1364271128021771
494,0.16961590855230754
495,0.24632063585365926
496,0.17449400814775146
497,0.030266958828640913
498,0.07233479035272657
499,0.307774372683651
500,0.3278486232240126
501,0.09434739372428377
502,0.2388612691226429
503,0.15464720645490085
504,0.3050709504499338
505,0.18432724979854379
506,0.4117752991066064
507,0.10999963334540568
508,0.023483289828848005
509,0.1141684134349192
510,0.12796971504473384
511,0.27350093717147617
512,0.8559506388078768
513,0.04541693114723656
514,0.10756801400952846
515,0.3420664378083749
516,0.16513178051023275
517,0.27504997196992836
518,0.22367583920905637
519,0.11902624306651992
520,0.019099066687749904
521,0.3563670784031122
522,0.16080038395114635
523,0.42644740162871286
524,0.11410861385459704
525,0.13252946229734772
526,0.09547695766058562
527,0.005968067824290292
